Id,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Age,Total_Spend,Customer_Tenure,Total_Engagement,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
3091,1981,2n Cycle,Together,75774.0,1,0,2014-02-05,27,340,21,134,258,14,56,1,7,5,8,4,0,0,33,823,0,24,20,823,3,4,3,343,Loyal Customers
762,1981,2n Cycle,Together,75774.0,1,0,2014-02-05,27,340,21,134,258,14,56,1,7,5,8,4,0,0,33,823,0,24,20,823,3,4,3,343,Loyal Customers
8029,1988,Master,Single,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,1,0,26,1621,0,15,14,1621,3,3,4,334,Loyal Customers
4376,1960,2n Cycle,Single,32218.0,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,54,93,0,13,6,93,3,2,2,322,Potential Customers
10981,1988,Graduation,Married,84219.0,0,0,2014-02-02,27,434,137,400,45,137,45,1,3,4,10,1,0,0,26,1198,0,18,17,1198,3,3,4,334,Loyal Customers
486,1988,Graduation,Married,84219.0,0,0,2014-02-02,27,434,137,400,45,137,45,1,3,4,10,1,0,0,26,1198,0,18,17,1198,3,3,4,334,Loyal Customers
1158,1966,Graduation,Divorced,48877.0,0,1,2014-05-01,27,102,1,15,2,0,24,1,3,0,4,7,0,0,48,144,0,14,7,144,3,2,2,322,Potential Customers
9119,1950,Graduation,Together,60905.0,0,1,2013-05-12,27,208,17,76,36,17,38,2,3,3,7,2,0,0,64,392,1,15,13,392,3,3,2,332,Potential Customers
6694,1964,Graduation,Married,75236.0,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,50,1068,1,28,24,1068,3,4,4,344,Loyal Customers
10573,1953,Graduation,Divorced,62551.0,0,0,2013-11-18,27,125,16,98,134,21,27,1,6,7,4,3,0,0,61,421,1,20,17,421,3,3,3,333,Loyal Customers
10140,1983,PhD,Together,70123.0,0,0,2013-09-28,27,1308,0,396,23,0,0,1,5,7,4,3,0,0,31,1727,1,19,16,1727,3,3,4,334,Loyal Customers
2286,1962,Graduation,Single,50785.0,1,1,2013-10-09,27,64,1,21,0,1,27,2,2,1,3,6,0,0,52,114,1,12,6,114,3,2,2,322,Potential Customers
8420,1970,2n Cycle,Married,15315.0,0,0,2013-03-08,27,7,4,13,15,8,17,2,2,0,4,5,0,0,44,64,1,11,6,64,3,2,1,321,Potential Customers
10065,1970,2n Cycle,Married,15315.0,0,0,2013-03-08,27,7,4,13,15,8,17,2,2,0,4,5,0,0,44,64,1,11,6,64,3,2,1,321,Potential Customers
1029,1970,PhD,Together,64413.0,0,1,2013-01-08,27,200,5,44,0,10,20,1,5,1,5,5,0,0,44,279,1,16,11,279,3,2,2,322,Potential Customers
4207,1981,PhD,Married,87171.0,0,0,2013-01-05,27,1001,44,107,58,44,44,1,6,7,11,2,0,0,33,1298,1,26,24,1298,3,4,4,344,Loyal Customers
10277,1961,Graduation,Single,30081.0,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,53,42,1,11,4,42,3,1,1,311,At Risk Customers
4436,1976,Graduation,Single,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,38,137,1,14,7,137,3,2,2,322,Potential Customers
2929,1976,Graduation,Single,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,38,137,1,14,7,137,3,2,2,322,Potential Customers
6281,1966,Graduation,Divorced,55686.0,0,1,2013-02-14,27,673,0,199,37,47,26,2,6,3,5,4,0,0,48,982,1,18,14,982,3,3,3,333,Loyal Customers
10390,1959,2n Cycle,Married,26887.0,0,1,2013-10-02,27,6,7,4,3,4,6,1,1,0,3,6,0,0,55,30,1,10,4,30,3,1,1,311,At Risk Customers
2574,1977,PhD,Married,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,1,0,37,1230,1,23,18,1230,3,3,4,334,Loyal Customers
709,1952,Graduation,Divorced,51537.0,0,1,2012-09-12,27,787,20,204,0,0,92,3,2,2,11,8,0,0,62,1103,2,23,15,1103,3,3,4,334,Loyal Customers
5955,1962,Graduation,Together,72025.0,0,0,2012-11-17,27,833,33,549,151,133,233,1,4,3,8,3,0,0,52,1932,2,18,15,1932,3,3,4,334,Loyal Customers
8486,1971,Master,Together,30538.0,1,0,2012-01-10,27,284,0,52,8,3,20,4,9,0,4,10,0,0,43,367,2,23,13,367,3,3,2,332,Potential Customers
10343,1991,2n Cycle,Single,61618.0,0,0,2012-09-29,27,605,91,399,0,45,205,2,3,6,8,3,0,0,23,1345,2,20,17,1345,3,3,4,334,Loyal Customers
6652,1965,Graduation,Married,77343.0,0,0,2014-09-06,28,227,151,573,98,54,31,1,3,4,9,1,0,0,49,1134,0,17,16,1134,3,3,4,334,Loyal Customers
8746,1989,Graduation,Married,75433.0,1,0,2014-05-04,28,800,0,297,0,34,57,2,2,5,10,6,0,0,25,1188,0,23,17,1188,3,3,4,334,Loyal Customers
4686,1962,PhD,Widow,82571.0,0,0,2014-02-04,28,861,31,558,62,95,79,0,6,5,13,2,0,0,52,1686,0,26,24,1686,3,4,4,344,Loyal Customers
3551,1954,Master,Together,60033.0,0,1,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,0,0,60,198,0,10,8,198,3,2,2,322,Potential Customers
4338,1983,Graduation,Single,39062.0,1,0,2014-03-25,28,23,0,9,0,0,12,1,1,0,3,4,0,0,31,44,0,8,4,44,3,1,1,311,At Risk Customers
4444,1972,Graduation,Married,30023.0,1,0,2014-03-24,28,11,0,16,7,6,21,1,2,0,3,8,0,0,42,61,0,13,5,61,3,1,1,311,At Risk Customers
498,1970,Graduation,Single,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,44,57,0,10,5,57,3,1,1,311,At Risk Customers
8230,1980,Graduation,Married,33228.0,1,0,2014-01-23,28,22,2,31,7,4,5,1,2,0,3,7,0,0,34,71,0,12,5,71,3,1,2,312,At Risk Customers
2826,1967,Graduation,Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,47,37,1,12,5,37,3,1,1,311,At Risk Customers
6222,1967,Graduation,Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,47,37,1,12,5,37,3,1,1,311,At Risk Customers
7352,1957,Graduation,Married,55267.0,0,1,2013-10-21,28,161,28,136,32,3,45,4,3,4,6,3,0,0,57,405,1,16,13,405,3,3,3,333,Loyal Customers
10928,1958,Graduation,Together,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,56,599,1,20,15,599,3,3,3,333,Loyal Customers
10736,1971,Graduation,Single,72258.0,0,1,2013-12-09,28,522,0,522,227,120,134,2,6,9,5,2,0,0,43,1525,1,22,20,1525,3,4,4,344,Loyal Customers
10163,1984,PhD,Single,82733.0,0,0,2013-10-09,28,712,50,420,65,38,38,1,8,4,7,4,1,0,30,1323,1,23,19,1323,3,4,4,344,Loyal Customers
6168,1963,Graduation,Divorced,45146.0,1,1,2013-07-15,28,33,0,5,0,0,15,2,1,1,2,4,0,0,51,53,1,8,4,53,3,1,1,311,At Risk Customers
4656,1990,2n Cycle,Single,51250.0,1,0,2013-03-30,28,342,32,230,34,32,40,5,10,5,4,9,0,0,24,710,1,28,19,710,3,4,3,343,Loyal Customers
626,1951,Graduation,Married,32871.0,1,1,2013-09-03,28,22,2,12,0,2,5,1,1,0,3,4,0,0,63,43,1,8,4,43,3,1,1,311,At Risk Customers
3870,1978,2n Cycle,Together,63855.0,0,0,2013-09-02,28,359,35,314,93,116,89,1,7,3,13,4,0,0,36,1006,1,27,23,1006,3,4,3,343,Loyal Customers
6299,1968,PhD,Divorced,42564.0,0,1,2013-02-01,28,324,48,186,39,18,198,6,6,8,4,7,1,0,46,813,1,25,18,813,3,3,3,333,Loyal Customers
7798,1972,2n Cycle,Together,46344.0,0,1,2012-12-14,28,233,20,57,8,20,91,4,7,1,5,7,0,0,42,429,2,20,13,429,3,3,3,333,Loyal Customers
9973,1963,Graduation,Married,50437.0,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,51,490,2,23,16,490,3,3,3,333,Loyal Customers
4299,1960,Graduation,Together,70971.0,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,1,0,54,1825,2,34,27,1825,3,4,4,344,Loyal Customers
10971,1977,Graduation,Single,37774.0,2,0,2012-03-09,28,173,8,107,7,2,176,4,7,2,3,9,1,1,37,473,2,21,12,473,3,2,3,323,Potential Customers
9931,1963,PhD,Married,4023.0,1,1,2014-06-23,29,5,0,1,1,1,1,15,0,0,0,19,0,0,51,9,0,19,0,9,3,1,1,311,At Risk Customers
6679,1966,Graduation,Single,33279.0,0,0,2014-12-06,29,10,3,3,0,0,0,1,0,0,3,3,0,0,48,16,0,6,3,16,3,1,1,311,At Risk Customers
5961,1978,Graduation,Married,42693.0,1,0,2014-07-06,29,8,4,20,6,3,16,1,1,0,3,5,0,0,36,57,0,9,4,57,3,1,1,311,At Risk Customers
6255,1952,Master,Together,70545.0,0,1,2014-03-06,29,138,39,63,55,18,21,1,4,1,7,2,0,0,62,334,0,14,12,334,3,2,2,322,Potential Customers
8614,1957,Graduation,Widow,65486.0,0,1,2014-12-05,29,245,19,125,37,67,14,1,4,2,10,2,0,0,57,507,0,18,16,507,3,3,3,333,Loyal Customers
7828,1981,Master,Together,77882.0,0,0,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,1,0,0,33,818,0,12,11,818,3,2,3,323,Potential Customers
1277,1960,Graduation,Together,78468.0,0,0,2014-09-04,29,434,22,388,104,22,34,1,10,7,10,4,0,0,54,1004,0,31,27,1004,3,4,3,343,Loyal Customers
3595,1963,Graduation,Together,77226.0,0,1,2014-02-28,29,631,43,239,128,76,21,2,6,8,12,3,0,0,51,1138,0,29,26,1138,3,4,4,344,Loyal Customers
5735,1991,Master,Single,90638.0,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,23,2525,0,18,17,2525,3,3,4,334,Loyal Customers
5350,1991,Master,Single,90638.0,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,1,0,23,2525,0,18,17,2525,3,3,4,334,Loyal Customers
4137,1948,Graduation,Together,70666.0,0,0,2013-06-12,29,398,40,367,119,122,30,1,7,4,4,4,0,0,66,1076,1,19,15,1076,3,3,4,334,Loyal Customers
6357,1959,2n Cycle,Divorced,59052.0,0,1,2013-11-17,29,230,35,75,63,57,31,3,7,1,7,5,0,0,55,491,1,20,15,491,3,3,3,333,Loyal Customers
9316,1952,Basic,Together,13084.0,0,0,2013-02-11,29,2,0,7,3,7,10,1,1,0,3,6,0,0,62,29,1,10,4,29,3,1,1,311,At Risk Customers
3578,1949,Graduation,Divorced,49160.0,0,1,2013-10-20,29,122,21,43,25,10,15,2,3,1,6,6,0,0,65,236,1,16,10,236,3,2,2,322,Potential Customers
153,1953,Graduation,Divorced,23272.0,0,0,2013-10-17,29,19,3,6,4,2,12,1,1,0,3,4,0,0,61,46,1,8,4,46,3,1,1,311,At Risk Customers
10524,1963,Master,Divorced,49476.0,0,1,2013-06-20,29,386,23,95,54,41,196,4,2,11,5,2,0,0,51,795,1,20,18,795,3,3,3,333,Loyal Customers
1518,1965,Master,Married,62694.0,1,1,2013-06-17,29,379,6,157,25,91,91,5,9,3,7,7,0,0,49,749,1,26,19,749,3,4,3,343,Loyal Customers
2036,1973,PhD,Together,57906.0,0,1,2013-11-06,29,243,11,119,10,3,15,3,4,2,8,4,0,0,41,401,1,18,14,401,3,3,3,333,Loyal Customers
9495,1982,Graduation,Together,71853.0,0,0,2013-08-05,29,358,108,413,141,97,32,1,2,8,6,1,0,0,32,1149,1,17,16,1149,3,3,4,334,Loyal Customers
2631,1982,Graduation,Together,71853.0,0,0,2013-08-05,29,358,108,413,141,97,32,1,2,8,6,1,0,0,32,1149,1,17,16,1149,3,3,4,334,Loyal Customers
6312,1959,Graduation,Married,65031.0,0,1,2013-03-17,29,258,107,291,84,37,86,4,10,3,13,7,0,0,55,863,1,33,26,863,3,4,3,343,Loyal Customers
615,1960,Graduation,Together,30507.0,0,0,2013-11-03,29,65,36,74,38,20,110,1,5,1,4,7,0,0,54,343,1,17,10,343,3,2,2,322,Potential Customers
4406,1970,Graduation,Together,67419.0,0,1,2013-01-16,29,846,84,352,91,56,42,4,9,4,8,5,0,0,44,1471,1,26,21,1471,3,4,4,344,Loyal Customers
10061,1950,Graduation,Married,59462.0,0,1,2013-05-01,29,724,17,143,0,8,196,2,9,2,12,7,0,0,64,1088,1,30,23,1088,3,4,4,344,Loyal Customers
10619,1994,Graduation,Single,95529.0,0,0,2012-03-12,29,770,29,890,250,27,24,1,7,3,7,3,1,0,20,1990,2,20,17,1990,3,3,4,334,Loyal Customers
4945,1953,Graduation,Widow,53653.0,0,0,2012-07-11,29,815,10,239,28,10,108,2,10,4,12,6,0,0,61,1210,2,32,26,1210,3,4,4,344,Loyal Customers
1777,1980,Basic,Married,25965.0,0,0,2012-07-09,29,2,2,11,41,7,11,1,2,0,3,8,0,0,34,74,2,13,5,74,3,1,2,312,At Risk Customers
4023,1970,Graduation,Married,22979.0,1,0,2012-06-09,29,16,17,19,20,21,22,3,3,2,2,8,1,0,44,115,2,15,7,115,3,2,2,322,Potential Customers
7922,1951,PhD,Single,64950.0,0,1,2012-12-08,29,819,0,72,12,0,63,2,11,2,10,7,0,0,63,966,2,30,23,966,3,4,3,343,Loyal Customers
10699,1985,Graduation,Married,44322.0,1,0,2014-06-16,30,46,0,40,3,0,3,2,3,0,3,8,0,0,29,92,0,14,6,92,3,2,2,322,Potential Customers
7516,1983,Graduation,Married,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,31,45,0,11,5,45,3,1,1,311,At Risk Customers
3129,1983,Graduation,Married,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,31,45,0,11,5,45,3,1,1,311,At Risk Customers
5121,1977,Graduation,Single,56628.0,0,1,2014-03-21,30,479,5,82,7,17,171,2,7,6,5,5,0,0,37,761,0,23,18,761,3,3,3,333,Loyal Customers
2186,1977,2n Cycle,Together,82326.0,0,0,2014-10-03,30,938,142,754,159,81,183,1,5,10,6,2,1,0,37,2257,0,23,21,2257,3,4,4,344,Loyal Customers
10548,1995,Graduation,Single,71163.0,0,0,2014-09-03,30,283,17,372,138,106,44,1,3,8,12,1,0,0,19,960,0,24,23,960,3,4,3,343,Loyal Customers
6384,1978,Graduation,Divorced,71022.0,0,1,2014-11-02,30,909,12,278,0,12,242,3,5,2,11,8,0,0,36,1453,0,26,18,1453,3,3,4,334,Loyal Customers
2625,1954,2n Cycle,Single,42607.0,0,1,2013-11-17,30,156,29,56,30,32,47,2,3,2,7,3,0,0,60,350,1,15,12,350,3,2,2,322,Potential Customers
1676,1975,Graduation,Married,43057.0,0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5,0,0,39,266,1,16,11,266,3,2,2,322,Potential Customers
5534,1975,Master,Married,47808.0,0,1,2013-10-20,30,123,1,26,2,0,72,2,3,2,3,7,0,0,39,224,1,15,8,224,3,2,2,322,Potential Customers
6859,1987,Graduation,Single,29236.0,1,0,2013-08-10,30,37,4,24,16,9,9,2,4,0,3,9,0,0,27,99,1,16,7,99,3,2,2,322,Potential Customers
271,1969,Graduation,Widow,40590.0,1,1,2013-02-10,30,154,0,50,6,11,37,5,3,4,3,6,0,0,45,258,1,16,10,258,3,2,2,322,Potential Customers
7699,1969,Graduation,Widow,40590.0,1,1,2013-02-10,30,154,0,50,6,11,37,5,3,4,3,6,0,0,45,258,1,16,10,258,3,2,2,322,Potential Customers
7832,1959,Master,Married,77520.0,0,1,2013-08-28,30,940,44,396,0,88,58,1,8,7,7,4,1,0,55,1526,1,26,22,1526,3,4,4,344,Loyal Customers
938,1981,Graduation,Married,40211.0,1,1,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,0,0,33,87,1,13,5,87,3,1,2,312,At Risk Customers
7873,1973,PhD,Together,63516.0,1,1,2013-06-07,30,141,11,114,15,14,5,4,4,1,7,5,0,0,41,300,1,17,12,300,3,2,2,322,Potential Customers
9967,1974,Graduation,Divorced,53034.0,1,1,2013-05-30,30,160,15,196,15,11,50,8,6,1,7,8,0,0,40,447,1,22,14,447,3,3,3,333,Loyal Customers
1087,1975,Master,Together,22669.0,1,0,2013-05-22,30,16,14,36,37,22,48,3,4,1,2,9,1,0,39,173,1,16,7,173,3,2,2,322,Potential Customers
8314,1982,Graduation,Married,79908.0,0,0,2013-05-04,30,557,129,761,29,185,111,1,5,6,7,2,0,0,32,1772,1,20,18,1772,3,3,4,334,Loyal Customers
3762,1986,PhD,Single,69867.0,0,0,2013-02-04,30,196,0,512,33,130,54,1,3,5,8,1,1,0,28,925,1,17,16,925,3,3,3,333,Loyal Customers
10383,1966,Graduation,Divorced,70287.0,0,0,2013-02-04,30,295,35,482,121,120,40,1,5,5,10,3,1,0,48,1093,1,23,20,1093,3,4,4,344,Loyal Customers
6798,1966,Graduation,Single,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,1,0,48,433,1,21,14,433,3,3,3,333,Loyal Customers
4168,1966,Graduation,Single,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,1,0,48,433,1,21,14,433,3,3,3,333,Loyal Customers
6690,1966,Master,Married,38179.0,1,1,2013-03-14,30,38,4,22,4,2,20,4,3,1,3,7,0,0,48,90,1,14,7,90,3,2,2,322,Potential Customers
10602,1983,Graduation,Married,39922.0,1,0,2013-02-14,30,29,12,59,19,1,36,2,3,0,4,8,0,0,31,156,1,15,7,156,3,2,2,322,Potential Customers
3220,1983,Graduation,Married,39922.0,1,0,2013-02-14,30,29,12,59,19,1,36,2,3,0,4,8,0,0,31,156,1,15,7,156,3,2,2,322,Potential Customers
5424,1983,Graduation,Married,39922.0,1,0,2013-02-14,30,29,12,59,19,1,36,2,3,0,4,8,0,0,31,156,1,15,7,156,3,2,2,322,Potential Customers
7488,1963,Master,Single,64191.0,0,1,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3,0,0,51,825,1,24,21,825,3,4,3,343,Loyal Customers
5289,1975,2n Cycle,Single,41658.0,1,1,2012-09-11,30,8,4,12,15,4,29,2,1,1,2,4,0,0,39,72,2,8,4,72,3,1,2,312,At Risk Customers
347,1976,Graduation,Divorced,40780.0,0,1,2012-08-09,30,229,27,71,13,3,34,4,7,1,5,9,0,0,38,377,2,22,13,377,3,3,2,332,Potential Customers
5236,1979,Graduation,Together,77568.0,0,1,2012-08-25,30,1230,0,396,232,178,158,1,10,2,8,5,0,0,35,2194,2,25,20,2194,3,4,4,344,Loyal Customers
9478,1985,Graduation,Single,66503.0,1,0,2012-08-14,30,91,64,128,65,3,50,2,4,3,6,3,0,0,29,401,2,16,13,401,3,3,3,333,Loyal Customers
477,1986,Graduation,Married,83512.0,0,0,2014-06-17,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,28,2157,0,22,21,2157,3,4,4,344,Loyal Customers
7411,1964,PhD,Married,31686.0,1,1,2014-05-06,31,11,0,5,0,0,1,2,1,0,3,6,0,0,50,17,0,10,4,17,3,1,1,311,At Risk Customers
3107,1976,Graduation,Together,71322.0,0,1,2014-02-05,31,121,24,124,24,15,42,1,4,1,7,2,0,0,38,350,0,14,12,350,3,2,2,322,Potential Customers
7437,1988,Graduation,Single,27938.0,1,0,2014-04-28,31,13,0,8,2,1,5,1,1,0,4,3,0,0,26,29,0,8,5,29,3,1,1,311,At Risk Customers
255,1951,Graduation,Divorced,22263.0,1,1,2014-03-30,31,17,0,2,0,0,2,2,1,0,3,6,0,1,63,21,0,10,4,21,3,1,1,311,At Risk Customers
3790,1956,Graduation,Together,34633.0,2,1,2014-01-23,31,8,1,5,0,0,1,1,1,0,2,6,0,0,58,15,0,9,3,15,3,1,1,311,At Risk Customers
749,1981,Graduation,Together,42162.0,1,0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,1,0,33,145,1,13,7,145,3,2,2,322,Potential Customers
1503,1976,PhD,Together,162397.0,1,1,2013-03-06,31,85,1,16,2,1,2,0,0,0,1,1,0,0,38,107,1,2,1,107,3,1,2,312,At Risk Customers
8650,1978,Graduation,Widow,54162.0,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,36,42,1,8,4,42,3,1,1,311,At Risk Customers
607,1955,2n Cycle,Divorced,41769.0,0,1,2013-02-13,31,302,29,131,32,0,27,6,8,1,7,8,0,0,59,521,1,24,16,521,3,3,3,333,Loyal Customers
1008,1981,PhD,Together,44953.0,0,0,2012-12-21,31,728,17,133,11,8,124,1,7,3,13,6,0,0,33,1021,2,29,23,1021,3,4,3,343,Loyal Customers
9396,1978,PhD,Married,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,36,25,2,12,3,25,3,1,1,311,At Risk Customers
933,1978,PhD,Married,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,36,25,2,12,3,25,3,1,1,311,At Risk Customers
5710,1970,Graduation,Together,40548.0,0,1,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,0,44,120,2,12,7,120,3,2,2,322,Potential Customers
2882,1975,2n Cycle,Divorced,67893.0,0,1,2012-01-10,31,711,28,142,49,18,47,2,3,2,9,8,0,0,39,995,2,22,14,995,3,3,3,333,Loyal Customers
2379,1953,Graduation,Single,69267.0,0,0,2012-09-22,31,778,44,499,95,73,146,2,3,4,5,7,1,0,61,1635,2,19,12,1635,3,2,4,324,Potential Customers
5342,1976,Basic,Divorced,9548.0,1,0,2012-08-08,31,0,1,3,10,6,9,2,1,0,3,8,0,0,38,29,2,12,4,29,3,1,1,311,At Risk Customers
3262,1958,Graduation,Single,68281.0,0,0,2012-07-08,31,995,112,417,42,48,41,1,2,9,13,5,1,0,56,1655,2,29,24,1655,3,4,4,344,Loyal Customers
5832,1960,2n Cycle,Together,92556.0,0,0,2014-04-20,32,493,183,352,184,23,28,0,3,5,13,0,0,0,54,1263,0,21,21,1263,3,4,4,344,Loyal Customers
5025,1979,Graduation,Single,48526.0,1,0,2013-12-24,32,23,17,23,43,20,9,1,2,1,4,3,0,0,35,135,1,10,7,135,3,2,2,322,Potential Customers
569,1991,Graduation,Single,90273.0,0,0,2013-12-14,32,704,129,853,120,74,111,1,5,6,7,2,1,0,23,1991,1,20,18,1991,3,3,4,334,Loyal Customers
3102,1981,2n Cycle,Together,19414.0,1,0,2013-10-16,32,2,3,12,3,5,7,1,1,0,3,8,0,0,33,32,1,12,4,32,3,1,1,311,At Risk Customers
9449,1958,PhD,Single,79761.0,0,1,2013-04-10,32,415,5,124,15,35,11,1,5,2,11,3,0,0,56,605,1,21,18,605,3,3,3,333,Loyal Customers
8104,1951,PhD,Married,53312.0,0,0,2013-09-08,32,241,0,12,0,0,25,1,5,1,5,7,0,0,63,278,1,18,11,278,3,2,2,322,Potential Customers
75,1982,2n Cycle,Together,41039.0,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,32,467,1,22,14,467,3,3,3,333,Loyal Customers
6421,1961,Graduation,Together,88347.0,0,0,2013-03-07,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,53,2116,1,21,20,2116,3,4,4,344,Loyal Customers
3037,1983,PhD,Married,50150.0,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,31,410,1,19,14,410,3,3,3,333,Loyal Customers
4698,1983,PhD,Married,50150.0,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,31,410,1,19,14,410,3,3,3,333,Loyal Customers
948,1971,Graduation,Single,10245.0,1,0,2013-05-15,32,4,7,7,6,4,13,3,1,2,2,5,0,0,43,41,1,10,5,41,3,1,1,311,At Risk Customers
6177,1985,PhD,Married,33454.0,1,0,2013-08-05,32,76,10,56,3,1,23,2,4,0,4,8,0,0,29,169,1,16,8,169,3,2,2,322,Potential Customers
3517,1952,Graduation,Single,40887.0,1,1,2013-06-05,32,50,4,44,10,10,43,3,3,1,3,9,1,0,62,161,1,16,7,161,3,2,2,322,Potential Customers
3491,1975,Graduation,Together,55914.0,0,1,2013-04-29,32,384,60,364,119,101,232,4,11,6,8,7,0,0,39,1260,1,32,25,1260,3,4,4,344,Loyal Customers
7610,1983,Graduation,Together,37292.0,1,0,2013-04-18,32,275,0,86,10,23,66,5,6,3,5,8,0,0,31,460,1,22,14,460,3,3,3,333,Loyal Customers
4377,1971,Graduation,Married,52914.0,0,1,2013-07-01,32,254,10,44,30,10,227,2,7,3,3,7,0,0,43,575,1,20,13,575,3,3,3,333,Loyal Customers
9850,1972,2n Cycle,Married,24884.0,1,0,2012-11-29,32,3,6,7,0,0,3,1,0,0,3,7,0,0,42,19,2,10,3,19,3,1,1,311,At Risk Customers
5544,1970,Graduation,Single,67384.0,0,1,2012-10-11,32,957,40,175,158,53,107,2,7,8,5,5,0,0,44,1490,2,25,20,1490,3,4,4,344,Loyal Customers
6497,1960,Graduation,Married,51651.0,0,1,2012-07-11,32,293,6,23,13,6,92,4,6,2,5,8,0,0,54,433,2,21,13,433,3,3,3,333,Loyal Customers
4543,1980,Graduation,Married,82497.0,0,0,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,4,0,0,34,1919,2,22,18,1919,3,3,4,334,Loyal Customers
5117,1963,2n Cycle,Married,32632.0,0,0,2012-02-08,32,63,151,137,153,19,53,2,4,4,8,5,0,0,51,576,2,21,16,576,3,3,3,333,Loyal Customers
1448,1963,Master,Married,33562.0,1,2,2014-06-25,33,21,12,12,0,3,3,3,2,0,4,4,0,0,51,51,0,10,6,51,3,2,1,321,Potential Customers
6887,1967,Graduation,Single,79146.0,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,47,564,0,23,17,564,3,3,3,333,Loyal Customers
7500,1967,Graduation,Single,79146.0,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,47,564,0,23,17,564,3,3,3,333,Loyal Customers
2724,1981,Master,Single,36143.0,1,0,2014-03-30,33,12,0,1,0,0,6,1,0,1,2,3,0,0,33,19,0,6,3,19,3,1,1,311,At Risk Customers
2256,1973,Master,Married,27159.0,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,41,21,0,10,4,21,3,1,1,311,At Risk Customers
1100,1960,Master,Together,41275.0,1,2,2014-03-24,33,24,4,22,0,2,9,4,3,1,3,5,0,0,54,61,0,12,7,61,3,2,1,321,Potential Customers
7725,1965,2n Cycle,Married,76800.0,0,0,2014-08-03,33,173,26,255,35,71,81,1,4,4,7,1,0,0,49,641,0,16,15,641,3,3,3,333,Loyal Customers
2612,1987,Graduation,Married,75794.0,0,0,2013-12-24,33,754,160,625,63,32,48,1,7,5,12,3,0,0,27,1682,1,27,24,1682,3,4,4,344,Loyal Customers
113,1951,Graduation,Married,30833.0,1,1,2013-07-16,33,11,0,7,3,1,6,2,1,0,3,5,0,0,63,28,1,9,4,28,3,1,1,311,At Risk Customers
2868,1949,PhD,Single,26518.0,1,1,2013-08-04,33,20,1,28,3,3,2,3,2,0,3,8,1,0,65,57,1,13,5,57,3,1,1,311,At Risk Customers
